"ID","(Intercept)","bordering_language_richness","small_family","isolate_or_mono","weighted_sums","res","bordering_language_evenness","bordering_language_richness_perkm","altitude_range","islands11km","L1_pop","roughness","vehicularity","area","BIC","delta","Nparam"
1629,"-2.871*** (-3.342--2.584)","-0.495*** (-0.717--0.285)",NA,NA,"4.776*** (3.499-6.055)","0.86 (-0.634-2.413)",NA,NA,NA,"-0.09 (-0.236-0.028)","-1.9 (-6.416--0.309)",NA,NA,"0.091 (-0.081-0.183)",626.267020534809,57.8016062015179,4
1630,"-2.979*** (-3.449--2.633)",NA,"1.054*** (0.71-1.382)",NA,"5.546*** (4.199-6.889)","-0.031 (-1.578-1.594)",NA,NA,NA,"-0.038 (-0.198-0.087)","-2.981 (-7.478--0.602)",NA,"-0.109 (-1.261-0.763)","0.04 (-0.159-0.132)",626.296625445402,57.8312111121106,5
1631,"-2.987*** (-3.455--2.646)",NA,"1.057*** (0.712-1.386)",NA,"5.55*** (4.203-6.892)","-0.037 (-1.582-1.586)",NA,NA,NA,"-0.038 (-0.198-0.087)","-3.039 (-7.524--0.629)","0.007 (-0.1-0.117)",NA,"0.036 (-0.16-0.116)",626.322652244784,57.8572379114929,5
1632,"-2.854*** (-3.311--2.585)","-0.439*** (-0.656--0.235)",NA,NA,"5.157*** (3.885-6.435)","0.528 (-0.952-2.066)",NA,NA,"-0.074 (-0.182-0.027)",NA,"-1.662 (-6.056--0.34)",NA,NA,"0.088 (-0.087-0.178)",626.35120144693,57.8857871136393,4
1633,"-2.975*** (-3.476--2.623)","-0.415*** (-0.64--0.202)",NA,NA,"4.435*** (3.117-5.754)","1.305 (-0.249-2.923)",NA,"-0.293** (-0.49--0.106)",NA,"-0.098 (-0.245-0.022)","-2.854 (-7.651--0.416)","0.037 (-0.074-0.151)",NA,NA,626.399414871369,57.9340005380782,5
1634,"-2.641*** (-2.804--2.494)",NA,NA,NA,"4.682*** (3.326-6.049)","0.872 (-0.676-2.466)","-0.273*** (-0.418--0.137)",NA,"-0.107* (-0.214--0.007)",NA,NA,NA,NA,"-0.004 (-0.197-0.07)",626.506449807938,58.0410354746466,3
1635,"-2.7*** (-2.884--2.535)","-0.343** (-0.564--0.139)",NA,NA,"4.257*** (2.906-5.622)","1.437 (-0.138-3.058)","-0.155* (-0.307--0.013)","-0.217* (-0.411--0.036)",NA,NA,NA,NA,"-0.534 (-1.674-0.352)","0.054 (-0.156-0.15)",626.549248083115,58.0838337498235,5
1636,"-2.704*** (-2.888--2.539)","-0.336** (-0.557--0.133)",NA,NA,"4.218*** (2.863-5.588)","1.479 (-0.103-3.107)","-0.157* (-0.308--0.014)","-0.238* (-0.434--0.053)",NA,NA,NA,"0.038 (-0.072-0.151)","-0.466 (-1.628-0.391)",NA,626.561151198801,58.0957368655096,5
1637,"-3.066*** (-3.556--2.692)",NA,"1.027*** (0.672-1.365)",NA,"5.373*** (3.94-6.806)","0.439 (-1.22-2.178)",NA,"-0.29** (-0.491--0.099)","-0.165* (-0.327--0.013)",NA,"-3.531 (-8.218--1.315)","0.179* (0.018-0.347)","-0.242 (-1.467-0.663)","0.024 (-0.238-0.128)",626.57468557904,58.1092712457495,7
1638,"-2.974*** (-3.445--2.631)",NA,"1.053*** (0.708-1.382)",NA,"5.61*** (4.287-6.932)","-0.093 (-1.621-1.509)",NA,NA,NA,NA,"-2.911 (-7.407--0.577)","0.009 (-0.098-0.119)","-0.121 (-1.265-0.743)","0.042 (-0.154-0.134)",626.575508317043,58.1100939837521,5
1639,"-2.979*** (-3.452--2.631)",NA,"1.059*** (0.714-1.387)",NA,"5.546*** (4.199-6.889)","-0.035 (-1.582-1.591)",NA,NA,NA,"-0.04 (-0.199-0.086)","-2.946 (-7.464--0.607)","0.005 (-0.102-0.115)","-0.04 (-1.191-0.794)",NA,626.624249360459,58.1588350271682,5
1640,"-2.953*** (-3.451--2.606)","-0.417*** (-0.642--0.204)",NA,NA,"4.451*** (3.135-5.768)","1.288 (-0.264-2.903)",NA,"-0.281** (-0.474--0.099)",NA,"-0.099 (-0.246-0.02)","-2.666 (-7.442--1.373)",NA,"-0.227 (-1.545-0.74)",NA,626.670471204589,58.205056871298,5
1641,"-3.031*** (-3.535--2.661)",NA,"0.999*** (0.636-1.343)",NA,"4.488*** (2.983-6.018)","1.338 (-0.412-3.136)","-0.209** (-0.359--0.068)","-0.232* (-0.436--0.039)","-0.177* (-0.339--0.024)",NA,"-3.168 (-7.959--0.634)","0.191* (0.029-0.36)","-0.277 (-1.496-0.647)","0.024 (-0.225-0.125)",626.787609418138,58.3221950848465,8
1642,"-2.759*** (-2.946--2.592)",NA,NA,"0.98*** (0.658-1.287)","5.448*** (4.033-6.857)","0.22 (-1.414-1.943)",NA,"-0.293** (-0.491--0.104)",NA,"-0.01 (-0.163-0.112)",NA,"0.054 (-0.059-0.172)","-0.484 (-1.538-0.29)","-0.002 (-0.262-0.104)",626.795156066668,58.3297417333767,6
1643,"-2.71*** (-2.893--2.548)","-0.332** (-0.552--0.131)",NA,NA,"4.436*** (3.068-5.818)","1.267 (-0.31-2.891)","-0.158* (-0.311--0.015)","-0.186 (-0.386--0.003)","-0.051 (-0.161-0.053)",NA,NA,NA,NA,"0.031 (-0.18-0.117)",626.846594606202,58.3811802729109,5
1644,"-2.739*** (-2.921--2.577)",NA,"1.043*** (0.694-1.375)",NA,"5.492*** (4.083-6.889)","0.195 (-1.42-1.902)",NA,"-0.263** (-0.464--0.073)","-0.068 (-0.181-0.038)","-0.054 (-0.218-0.074)",NA,NA,"-0.445 (-1.518-0.329)","-0.026 (-0.316-0.094)",626.86834087697,58.4029265436786,6
1645,"-2.693*** (-2.873--2.532)","-0.388*** (-0.615--0.177)",NA,NA,"4.275*** (2.921-5.65)","1.407 (-0.158-3.006)","-0.195** (-0.345--0.054)",NA,"-0.099 (-0.209-0.003)","-0.119 (-0.268-0.003)",NA,NA,"-0.356 (-1.531-0.51)",NA,627.013337574493,58.5479232412016,5
1646,"-2.732*** (-2.919--2.565)",NA,"1.017*** (0.659-1.357)",NA,"4.257*** (2.77-5.767)","1.406 (-0.327-3.183)","-0.225** (-0.376--0.081)","-0.262** (-0.461--0.072)",NA,"-0.069 (-0.233-0.061)",NA,"0.042 (-0.07-0.158)","-0.474 (-1.551-0.324)","-0.012 (-0.284-0.097)",627.025331653158,58.559917319867,7
1647,"-2.949*** (-3.409--2.637)",NA,"1.068*** (0.718-1.401)",NA,"5.948*** (4.585-7.313)","-0.248 (-1.806-1.384)",NA,NA,"-0.218** (-0.378--0.067)",NA,"-2.406 (-6.806--0.283)","0.178* (0.018-0.345)","-0.178 (-1.35-0.702)","0.04 (-0.177-0.135)",627.179739911628,58.7143255783374,6
1648,"-2.699*** (-2.879--2.539)","-0.395*** (-0.62--0.186)",NA,NA,"4.315*** (2.966-5.687)","1.355 (-0.203-2.946)","-0.192* (-0.342--0.05)",NA,"-0.097 (-0.206-0.006)","-0.119 (-0.268-0.003)",NA,NA,NA,"0.041 (-0.156-0.124)",627.179972634255,58.7145583009643,5
1649,"-2.702*** (-2.882--2.541)","-0.33** (-0.555--0.123)",NA,NA,"4.649*** (3.282-6.037)","1.1 (-0.471-2.711)","-0.195** (-0.344--0.054)",NA,"-0.183* (-0.34--0.035)",NA,NA,"0.148 (-0.008-0.312)","-0.413 (-1.568-0.443)",NA,627.238049169617,58.7726348363259,5
1650,"-2.712*** (-2.896--2.549)","-0.345** (-0.564--0.144)",NA,NA,"4.285*** (2.935-5.649)","1.395 (-0.178-3.013)","-0.155* (-0.306--0.013)","-0.224* (-0.421--0.04)",NA,NA,NA,"0.037 (-0.072-0.15)",NA,"0.032 (-0.177-0.119)",627.291572543014,58.8261582097232,5
1651,"-3.007*** (-3.496--2.635)",NA,NA,NA,"4.352*** (2.948-5.774)","1.384 (-0.234-3.047)","-0.229** (-0.376--0.091)","-0.259** (-0.459--0.069)","-0.167* (-0.325--0.018)",NA,"-3.772 (-8.433--1.1)","0.171* (0.015-0.335)",NA,NA,627.470043475921,59.0046291426303,5
1652,"-2.944*** (-3.423--2.614)",NA,"0.998*** (0.644-1.334)",NA,"4.453*** (2.976-5.956)","1.187 (-0.516-2.931)","-0.25*** (-0.399--0.109)",NA,"-0.102 (-0.213-0.002)","-0.091 (-0.255-0.039)","-2.547 (-7.13--1.279)",NA,"-0.158 (-1.339-0.744)","0.023 (-0.196-0.119)",627.490150803947,59.0247364706563,7
1653,"-2.709*** (-2.888--2.549)","-0.339** (-0.561--0.135)",NA,NA,"4.69*** (3.326-6.074)","1.045 (-0.52-2.65)","-0.19* (-0.34--0.05)",NA,"-0.178* (-0.334--0.03)",NA,NA,"0.145 (-0.011-0.308)",NA,"0.045 (-0.142-0.126)",627.513448607984,59.0480342746928,5
1654,"-2.822*** (-3.282--2.567)","-0.435*** (-0.653--0.229)",NA,NA,"5.183*** (3.91-6.46)","0.504 (-0.977-2.044)",NA,NA,"-0.079 (-0.186-0.022)",NA,"-1.293 (-5.707--0.195)",NA,"-0.223 (-1.445-0.681)",NA,627.59550137886,59.1300870455685,4
1655,"-2.701*** (-2.875--2.544)","-0.457*** (-0.672--0.256)",NA,NA,"5.212*** (3.937-6.489)","0.488 (-0.994-2.031)",NA,NA,"-0.079 (-0.186-0.022)",NA,NA,NA,"-0.468 (-1.609-0.421)","0.076 (-0.11-0.167)",627.653047184801,59.1876328515104,4
1656,"-2.844*** (-3.317--2.568)","-0.493*** (-0.715--0.28)",NA,NA,"4.789*** (3.513-6.068)","0.844 (-0.651-2.398)",NA,NA,NA,"-0.091 (-0.237-0.027)","-1.57 (-6.186--2.899)",NA,"-0.136 (-1.413-0.806)",NA,627.722515383465,59.2571010501744,4
1657,"-2.776*** (-2.963--2.61)",NA,NA,"1.01*** (0.688-1.319)","5.754*** (4.294-7.211)","0.097 (-1.579-1.868)",NA,"-0.239* (-0.44--0.05)","-0.223** (-0.392--0.065)","-0.047 (-0.201-0.078)",NA,"0.226* (0.057-0.402)","-0.515 (-1.604-0.283)","-0.004 (-0.277-0.106)",627.738166355919,59.2727520226275,7
1658,"-2.85*** (-3.32--2.575)","-0.492*** (-0.714--0.28)",NA,NA,"4.795*** (3.519-6.073)","0.835 (-0.659-2.387)",NA,NA,NA,"-0.093 (-0.239-0.026)","-1.619 (-6.127--0.411)","-0.004 (-0.11-0.104)",NA,NA,627.771066859964,59.3056525266733,4
1659,"-2.735*** (-2.915--2.574)",NA,NA,"1.03*** (0.713-1.334)","5.861*** (4.502-7.218)","-0.328 (-1.882-1.306)",NA,NA,NA,"0 (-0.152-0.121)",NA,"0.017 (-0.092-0.129)","-0.393 (-1.402-0.362)","0.025 (-0.182-0.112)",627.77626591943,59.3108515861392,5
1660,"-2.737*** (-2.919--2.575)",NA,"1.054*** (0.703-1.387)",NA,"5.312*** (3.915-6.698)","0.339 (-1.277-2.046)",NA,"-0.311** (-0.508--0.122)",NA,"-0.039 (-0.2-0.088)",NA,"0.042 (-0.069-0.157)","-0.466 (-1.533-0.312)","-0.018 (-0.3-0.098)",627.859629983703,59.3942156504118,6
1661,"-2.911*** (-3.395--2.641)","-0.366** (-0.604--0.143)","1.024*** (0.661-1.369)",NA,"4.374*** (2.9-5.878)","1.504 (-0.216-3.262)","-0.181* (-0.334--0.036)",NA,"-0.211* (-0.377--0.054)","-0.139 (-0.303--0.007)","-1.344 (-5.953--0.214)","0.181* (0.015-0.353)","-0.211 (-1.516-0.817)","0.071 (-0.159-0.183)",627.88609051394,59.4206761806487,9
1662,"-2.87*** (-3.353--2.572)","-0.396*** (-0.625--0.183)",NA,NA,"4.042*** (2.699-5.408)","1.563* (0.004-3.154)","-0.19* (-0.339--0.049)",NA,NA,"-0.103 (-0.251-0.017)","-1.998 (-6.635--0.289)",NA,NA,"0.08 (-0.093-0.169)",627.906047462836,59.4406331295451,5
1663,"-2.979*** (-3.478--2.629)","-0.384*** (-0.603--0.179)",NA,NA,"4.66*** (3.367-5.953)","1.076 (-0.452-2.67)",NA,"-0.281** (-0.478--0.094)",NA,NA,"-2.909 (-7.686--0.458)","0.045 (-0.065-0.159)",NA,"0.076 (-0.121-0.169)",627.941471970379,59.4760576370877,5
1664,"-2.647*** (-2.817--2.494)",NA,NA,NA,"4.435*** (3.052-5.829)","1.2 (-0.39-2.838)","-0.244*** (-0.391--0.105)","-0.228* (-0.426--0.042)","-0.07 (-0.181-0.033)",NA,NA,NA,"-0.548 (-1.59-0.183)",NA,628.007975369371,59.54256103608,4
1665,"-2.696*** (-2.871--2.539)","-0.513*** (-0.732--0.306)",NA,NA,"4.843*** (3.567-6.122)","0.8 (-0.695-2.354)",NA,NA,NA,"-0.085 (-0.231-0.033)",NA,NA,"-0.448 (-1.612-0.479)","0.078 (-0.107-0.17)",628.077805641522,59.6123913082314,4
1666,"-2.718*** (-2.896--2.558)","-0.391*** (-0.607--0.191)",NA,NA,"5.047*** (3.713-6.385)","0.782 (-0.77-2.398)",NA,"-0.237* (-0.433--0.053)","-0.134 (-0.291-0.013)",NA,NA,"0.135 (-0.021-0.299)","-0.485 (-1.686-0.389)",NA,628.079111104786,59.6136967714953,5
1667,"-2.854*** (-3.323--2.573)","-0.463*** (-0.679--0.258)",NA,NA,"4.979*** (3.73-6.23)","0.659 (-0.808-2.185)",NA,NA,NA,NA,"-1.73 (-6.223--0.332)",NA,"-0.31 (-1.522-0.644)","0.104 (-0.069-0.205)",628.092939198388,59.6275248650965,4
1668,"-2.708*** (-2.887--2.549)","-0.445*** (-0.664--0.24)",NA,NA,"4.701*** (3.374-6.031)","1.07 (-0.483-2.684)",NA,"-0.229* (-0.426--0.046)","-0.059 (-0.171-0.046)","-0.104 (-0.252-0.017)",NA,NA,"-0.44 (-1.656-0.443)",NA,628.165364099961,59.6999497666695,5
1669,"-2.947*** (-3.442--2.607)","-0.387*** (-0.606--0.181)",NA,NA,"4.675*** (3.383-5.966)","1.064 (-0.463-2.656)",NA,"-0.266** (-0.459--0.084)",NA,NA,"-2.647 (-7.396--0.25)",NA,"-0.36 (-1.602-0.597)","0.087 (-0.118-0.192)",628.172409302362,59.7069949690712,5
1670,"-2.947*** (-3.438--2.617)","-0.379*** (-0.598--0.175)",NA,NA,"4.789*** (3.469-6.111)","0.959 (-0.581-2.564)",NA,"-0.246* (-0.447--0.058)","-0.034 (-0.145-0.069)",NA,"-2.599 (-7.316--2)",NA,NA,"0.074 (-0.128-0.167)",628.179577139019,59.7141628057275,5
1671,"-2.715*** (-2.897--2.553)","-0.35** (-0.575--0.144)",NA,NA,"4.26*** (2.879-5.666)","1.544 (-0.058-3.181)","-0.181* (-0.333--0.037)","-0.187* (-0.384--0.006)","-0.177* (-0.341--0.023)","-0.126 (-0.275--0.004)",NA,"0.159 (0-0.326)",NA,NA,628.294737442999,59.8293231097078,6
1672,"-2.967*** (-3.479--2.656)","-0.294* (-0.529--0.076)","1*** (0.636-1.346)",NA,"4.47*** (2.976-5.99)","1.432 (-0.312-3.221)","-0.147 (-0.302--0.001)","-0.19 (-0.396-0)","-0.15 (-0.311-0.003)",NA,"-1.906 (-6.798--0.398)","0.168* (0.006-0.337)","-0.302 (-1.569-0.679)","0.068 (-0.177-0.179)",628.360478062113,59.8950637288216,9
1673,"-2.948*** (-3.436--2.62)",NA,NA,"0.981*** (0.653-1.294)","4.324*** (2.838-5.841)","1.271 (-0.455-3.034)","-0.266*** (-0.416--0.124)",NA,NA,"-0.043 (-0.198-0.082)","-2.407 (-7.055--1.26)","0.036 (-0.076-0.151)","-0.194 (-1.347-0.706)","0.036 (-0.156-0.128)",628.383016481262,59.9176021479705,7
1674,"-2.868*** (-3.337--2.585)","-0.46*** (-0.676--0.256)",NA,NA,"4.996*** (3.749-6.245)","0.632 (-0.831-2.155)",NA,NA,NA,NA,"-1.834 (-6.329--0.348)","0.007 (-0.099-0.115)",NA,"0.094 (-0.074-0.183)",628.385373176493,59.9199588432022,4
1675,"-2.741*** (-2.927--2.576)",NA,"1.031*** (0.669-1.375)",NA,"4.5*** (2.99-6.035)","1.327 (-0.428-3.13)","-0.235** (-0.386--0.092)","-0.205* (-0.407--0.015)","-0.215** (-0.382--0.057)","-0.099 (-0.263-0.032)",NA,"0.204* (0.039-0.375)","-0.502 (-1.613-0.317)","-0.016 (-0.302-0.098)",628.477735449106,60.0123211158148,8
1676,"-2.85*** (-3.32--2.573)","-0.34** (-0.565--0.132)",NA,NA,"4.467*** (3.113-5.838)","1.195 (-0.362-2.792)","-0.182* (-0.331--0.041)",NA,"-0.075 (-0.183-0.026)",NA,"-1.727 (-6.237--0.365)",NA,NA,"0.077 (-0.098-0.164)",628.560517674019,60.0951033407281,5
1677,"-2.662*** (-2.831--2.51)",NA,NA,NA,"4.389*** (3.008-5.788)","1.221 (-0.367-2.849)","-0.26*** (-0.409--0.118)","-0.214* (-0.411--0.03)","-0.081 (-0.193-0.024)","-0.073 (-0.222-0.047)",NA,NA,NA,NA,628.610836799778,60.1454224664872,4
1678,"-2.956*** (-3.46--2.608)","-0.378*** (-0.598--0.17)",NA,NA,"4.653*** (3.359-5.948)","1.087 (-0.445-2.685)",NA,"-0.293** (-0.49--0.105)",NA,NA,"-2.656 (-7.473--1.353)","0.044 (-0.066-0.158)","-0.276 (-1.55-0.659)",NA,628.642334375193,60.1769200419018,5
1679,"-2.898*** (-3.342--2.577)",NA,NA,NA,"5.724*** (4.481-6.967)","-0.209 (-1.629-1.276)",NA,NA,"-0.105* (-0.211--0.005)",NA,"-3.034 (-7.329--0.746)",NA,NA,NA,628.657996216318,60.1925818830265,2
1680,"-2.989*** (-3.493--2.672)","-0.408*** (-0.641--0.188)","1.023*** (0.663-1.366)",NA,"4.717*** (3.259-6.184)","1.238 (-0.479-3.025)",NA,"-0.219* (-0.423--0.03)","-0.161 (-0.328--0.005)","-0.127 (-0.291-0.004)","-2.046 (-6.874--0.29)","0.166 (0.002-0.337)","-0.237 (-1.593-0.797)","0.066 (-0.2-0.186)",628.682480716374,60.2170663830825,9
1681,"-2.649*** (-2.812--2.502)",NA,NA,NA,"4.64*** (3.258-6.043)","1.022 (-0.56-2.644)","-0.289*** (-0.435--0.151)",NA,"-0.246** (-0.408--0.093)","-0.085 (-0.232-0.035)",NA,"0.186* (0.027-0.352)",NA,NA,628.689923344866,60.2245090115747,4
1682,"-2.716*** (-2.893--2.557)","-0.451*** (-0.67--0.248)",NA,NA,"4.753*** (3.433-6.076)","1 (-0.541-2.602)",NA,"-0.217* (-0.414--0.034)","-0.059 (-0.171-0.046)","-0.105 (-0.253-0.016)",NA,NA,NA,"0.032 (-0.195-0.124)",628.752032672114,60.2866183388224,5
1683,"-2.965*** (-3.476--2.651)","-0.355** (-0.593--0.132)","0.981*** (0.622-1.323)",NA,"4.118*** (2.637-5.627)","1.697* (-0.033-3.467)","-0.147 (-0.302-0)","-0.187 (-0.393-0.003)","-0.056 (-0.17-0.053)","-0.131 (-0.297-0.002)","-1.927 (-6.821--0.413)",NA,"-0.199 (-1.507-0.807)","0.059 (-0.198-0.174)",628.762905553679,60.2974912203877,9
1684,"-2.603*** (-2.756--2.465)",NA,NA,NA,"5.69*** (4.478-6.895)","-0.275 (-1.668-1.186)",NA,NA,NA,NA,NA,NA,"-0.402 (-1.391-0.283)",NA,628.76350037005,60.2980860367592,1
1685,"-2.923*** (-3.418--2.596)","-0.373*** (-0.593--0.166)",NA,NA,"4.789*** (3.467-6.113)","0.966 (-0.578-2.575)",NA,"-0.258** (-0.458--0.069)","-0.037 (-0.147-0.067)",NA,"-2.337 (-7.097--1.141)",NA,"-0.291 (-1.549-0.634)",NA,628.76754640539,60.3021320720991,5
1686,"-2.704*** (-2.877--2.548)","-0.511*** (-0.728--0.306)",NA,NA,"4.883*** (3.611-6.157)","0.742 (-0.744-2.288)",NA,NA,NA,"-0.088 (-0.234-0.031)",NA,"-0.005 (-0.111-0.103)",NA,"0.059 (-0.124-0.14)",628.787091598199,60.3216772649082,4
1687,"-2.725*** (-2.902--2.567)","-0.399*** (-0.612--0.2)",NA,NA,"5.097*** (3.77-6.43)","0.71 (-0.831-2.316)",NA,"-0.222* (-0.419--0.04)","-0.132 (-0.288-0.015)",NA,NA,"0.132 (-0.023-0.294)",NA,"0.037 (-0.18-0.125)",628.805837397559,60.3404230642681,5
1688,"-2.639*** (-2.81--2.486)",NA,NA,NA,"4.134*** (2.759-5.528)","1.445 (-0.151-3.08)","-0.252*** (-0.401--0.111)","-0.269** (-0.46--0.088)",NA,"-0.059 (-0.207-0.06)",NA,NA,"-0.555 (-1.596-0.177)",NA,628.905822654793,60.4404083215021,4
1689,"-2.707*** (-2.886--2.546)","-0.456*** (-0.675--0.25)",NA,NA,"4.586*** (3.279-5.896)","1.147 (-0.394-2.75)",NA,"-0.25** (-0.441--0.07)",NA,"-0.092 (-0.239-0.028)",NA,NA,"-0.516 (-1.705-0.406)","0.055 (-0.168-0.156)",628.945247043599,60.4798327103078,5
1690,"-2.964*** (-3.452--2.677)","-0.385*** (-0.617--0.165)",NA,"0.931*** (0.6-1.249)","4.94*** (3.457-6.44)","1.04 (-0.702-2.85)",NA,"-0.201* (-0.405--0.012)","-0.189* (-0.357--0.03)","-0.101 (-0.257-0.026)","-1.585 (-6.269--0.322)","0.204* (0.035-0.381)","-0.292 (-1.611-0.728)","0.07 (-0.18-0.187)",628.972647018533,60.5072326852415,9
1691,"-2.605*** (-2.767--2.459)",NA,NA,NA,"4.25*** (2.899-5.621)","1.222 (-0.34-2.818)","-0.285*** (-0.431--0.147)",NA,NA,"-0.049 (-0.196-0.069)",NA,NA,"-0.437 (-1.447-0.276)",NA,629.077235642427,60.6118213091362,3
1692,"-2.842*** (-3.329--2.554)","-0.391*** (-0.621--0.174)",NA,NA,"4.04*** (2.698-5.404)","1.562* (0.003-3.153)","-0.193** (-0.342--0.052)",NA,NA,"-0.104 (-0.252-0.016)","-1.685 (-6.363--0.403)",NA,"-0.139 (-1.398-0.803)",NA,629.081277897258,60.6158635639665,5
1693,"-3.008*** (-3.533--2.663)","-0.357** (-0.594--0.133)","0.993*** (0.631-1.337)",NA,"3.969*** (2.496-5.471)","1.825* (0.092-3.599)","-0.143 (-0.298-0.003)","-0.233* (-0.435--0.041)",NA,"-0.116 (-0.281-0.015)","-2.351 (-7.047--1.309)","0.048 (-0.066-0.165)","-0.201 (-1.517-0.821)","0.064 (-0.183-0.179)",629.09415463225,60.6287402989592,9
1694,"-2.7*** (-2.874--2.542)","-0.507*** (-0.726--0.3)",NA,NA,"4.854*** (3.579-6.13)","0.78 (-0.712-2.334)",NA,NA,NA,"-0.088 (-0.235-0.03)",NA,"-0.007 (-0.112-0.101)","-0.315 (-1.505-0.556)",NA,629.096300081038,60.6308857477472,4
1695,"-2.711*** (-2.891--2.55)","-0.45*** (-0.668--0.244)",NA,NA,"4.567*** (3.257-5.878)","1.169 (-0.376-2.777)",NA,"-0.268** (-0.462--0.085)",NA,"-0.091 (-0.239-0.028)",NA,"0.029 (-0.081-0.142)","-0.446 (-1.662-0.442)",NA,629.106599296032,60.6411849627407,5
1696,"-2.639*** (-2.803--2.491)",NA,NA,NA,"4.745*** (3.367-6.139)","0.925 (-0.65-2.543)","-0.277*** (-0.42--0.141)",NA,"-0.228** (-0.384--0.079)",NA,NA,"0.177* (0.019-0.341)","-0.483 (-1.529-0.253)",NA,629.113446574207,60.6480322409162,4
1697,"-2.669*** (-2.829--2.524)",NA,NA,NA,"5.721*** (4.42-7.019)","-0.035 (-1.523-1.528)",NA,"-0.274** (-0.468--0.091)","-0.177* (-0.334--0.029)",NA,NA,"0.166* (0.01-0.329)",NA,NA,629.118614120175,60.6531997868835,3
1698,"-2.85*** (-3.335--2.563)","-0.391*** (-0.621--0.174)",NA,NA,"4.043*** (2.7-5.409)","1.555* (-0.004-3.147)","-0.193** (-0.342--0.052)",NA,NA,"-0.105 (-0.253-0.016)","-1.752 (-6.411--0.473)","0.003 (-0.104-0.112)",NA,NA,629.136995190119,60.6715808568279,5
1699,"-2.901*** (-3.364--2.569)",NA,NA,NA,"4.296*** (2.923-5.689)","1.268 (-0.307-2.878)","-0.278*** (-0.424--0.141)",NA,"-0.111* (-0.219--0.008)","-0.083 (-0.231-0.037)","-3.022 (-7.487--0.627)",NA,NA,NA,629.159307546015,60.6938932127235,4
1700,"-2.732*** (-2.906--2.575)",NA,"1.094*** (0.745-1.427)",NA,"6.009*** (4.628-7.383)","-0.294 (-1.866-1.368)",NA,NA,"-0.244** (-0.41--0.088)","-0.067 (-0.228-0.06)",NA,"0.191* (0.028-0.36)","-0.411 (-1.47-0.368)","0.01 (-0.239-0.108)",629.220320201305,60.7549058680141,6
1701,"-2.924*** (-3.423--2.597)","-0.334** (-0.565--0.117)",NA,NA,"3.997*** (2.616-5.399)","1.727* (0.126-3.364)","-0.17* (-0.323--0.026)","-0.217* (-0.419--0.029)","-0.06 (-0.173-0.046)","-0.122 (-0.272-0)","-2.429 (-7.233--0.117)",NA,NA,NA,629.254481400995,60.789067067704,6
1702,"-2.996*** (-3.489--2.651)",NA,NA,"0.916*** (0.585-1.233)","4.307*** (2.788-5.856)","1.413 (-0.348-3.214)","-0.234** (-0.388--0.088)","-0.207* (-0.413--0.015)","-0.068 (-0.182-0.04)","-0.07 (-0.227-0.057)","-2.725 (-7.452--1.537)",NA,"-0.236 (-1.428-0.671)","0.015 (-0.228-0.116)",629.344044837681,60.8786305043903,8
1703,"-2.642*** (-2.812--2.489)",NA,NA,NA,"4.233*** (2.869-5.608)","1.36 (-0.226-2.992)","-0.241** (-0.387--0.102)","-0.277** (-0.472--0.092)",NA,NA,NA,"0.035 (-0.074-0.147)","-0.557 (-1.598-0.176)",NA,629.370782510883,60.9053681775922,4
1704,"-3.055*** (-3.565--2.674)",NA,NA,"0.927*** (0.596-1.244)","4.095*** (2.583-5.638)","1.609 (-0.16-3.417)","-0.231** (-0.383--0.086)","-0.266** (-0.467--0.074)",NA,"-0.053 (-0.209-0.073)","-3.318 (-8.151--0.683)","0.069 (-0.047-0.189)","-0.241 (-1.442-0.681)","0.024 (-0.21-0.123)",629.470403871348,61.0049895380571,8
1705,"-2.607*** (-2.769--2.461)",NA,NA,NA,"4.366*** (3.034-5.71)","1.115 (-0.427-2.698)","-0.277*** (-0.421--0.141)",NA,NA,NA,NA,NA,"-0.489 (-1.505-0.27)","0.025 (-0.156-0.106)",629.507115453617,61.041701120326,3
1706,"-2.93*** (-3.43--2.604)","-0.274* (-0.503--0.063)",NA,NA,"4.369*** (2.973-5.783)","1.426 (-0.185-3.081)","-0.168* (-0.32--0.025)","-0.222* (-0.424--0.033)","-0.143 (-0.3-0.006)",NA,"-2.398 (-7.205--0.111)","0.151 (-0.005-0.314)",NA,NA,629.513218352783,61.0478040194919,6
1707,"-2.817*** (-3.29--2.552)","-0.332** (-0.559--0.12)",NA,NA,"4.473*** (3.118-5.845)","1.19 (-0.368-2.789)","-0.186* (-0.335--0.045)",NA,"-0.08 (-0.188-0.021)",NA,"-1.376 (-5.935--0.234)",NA,"-0.238 (-1.437-0.66)",NA,629.516493696087,61.0510793627963,5
1708,"-2.646*** (-2.8--2.507)",NA,NA,NA,"6.131*** (4.877-7.385)","-0.542 (-1.96-0.945)",NA,NA,"-0.224** (-0.38--0.076)",NA,NA,"0.164* (0.009-0.326)",NA,NA,629.539198605611,61.0737842723204,2
1709,"-3.042*** (-3.517--2.667)",NA,NA,NA,"5.282*** (3.95-6.613)","0.442 (-1.091-2.044)",NA,"-0.326*** (-0.523--0.139)","-0.154* (-0.312--0.006)",NA,"-4.211 (-8.77--0.839)","0.161* (0.006-0.324)",NA,NA,629.587233632524,61.1218192992329,4
